date,portfolio_value
2016-09-20,715490.98
2016-09-21,724474.52
2016-09-22,724633.16
2016-09-23,724633.16
2016-09-26,718874.00
2016-09-27,739256.64
2016-09-28,742778.70
2016-09-29,742778.70
2016-09-30,742941.34
2016-10-03,743810.72
2016-10-04,739578.43
2016-10-05,747289.19
2016-10-06,746129.65
2016-10-07,741259.78
2016-10-10,743544.87
2016-10-11,712809.14
2016-10-12,713551.73
2016-10-13,713395.52
2016-10-14,713395.52
2016-10-17,708806.21
2016-10-18,733517.06
2016-10-19,733677.67
2016-10-20,733517.06
2016-10-21,733517.06
2016-10-24,745331.13
2016-10-25,737884.24
2016-10-26,723729.20
2016-10-27,732597.45
2016-10-28,732757.87
2016-10-31,721580.67
2016-11-01,706756.14
2016-11-02,704402.80
2016-11-03,704248.85
2016-11-04,704402.80
2016-11-07,720011.04
2016-11-08,734124.25
2016-11-09,744410.04
2016-11-10,709007.68
2016-11-11,708409.74
2016-11-14,683519.33
2016-11-15,715169.23
2016-11-16,725201.66
2016-11-17,725360.19
2016-11-18,725201.66
2016-11-21,742291.35
2016-11-22,748963.38
2016-11-23,739950.12
2016-11-25,747090.40
2016-11-28,746488.94
2016-11-29,753663.42
2016-11-30,729258.93
2016-12-01,725554.08
2016-12-02,725395.35
2016-12-05,730529.81
2016-12-06,735808.93
2016-12-07,763115.03
2016-12-08,767787.57
2016-12-09,783503.61
2016-12-12,783148.24
2016-12-13,803694.52
2016-12-14,803694.52
2016-12-15,803694.52
2016-12-16,803518.70
2016-12-19,809937.04
2016-12-20,819717.33
2016-12-21,816844.22
2016-12-22,809753.69
2016-12-23,812259.68
2016-12-27,819677.05
2016-12-28,800708.22
2016-12-29,800282.69
2016-12-30,799932.36
2017-01-03,804605.08
2017-01-04,818312.60
2017-01-05,832822.62
2017-01-06,853939.54
2017-01-09,860280.46
2017-01-10,865206.67
2017-01-11,871857.37
2017-01-12,867423.55
2017-01-13,877399.59
2017-01-17,876834.90
2017-01-18,882798.89
2017-01-19,880438.06
2017-01-20,886153.65
2017-01-23,890694.97
2017-01-24,909261.67
2017-01-25,935803.11
2017-01-26,939665.69
2017-01-27,944151.60
2017-01-30,932565.70
2017-01-31,927402.04
2017-02-01,945537.04
2017-02-02,945537.04
2017-02-03,945329.66
2017-02-06,953717.28
2017-02-07,963533.85
2017-02-08,968945.62
2017-02-09,979013.81
2017-02-10,988704.42
2017-02-13,996683.64
2017-02-14,1006034.55
2017-02-15,1023365.03
2017-02-16,1022492.16
2017-02-17,1035334.18
2017-02-21,1044267.94
2017-02-22,1044391.82
2017-02-23,1033127.06
2017-02-24,1038697.46
2017-02-27,1047283.77
2017-02-28,1039070.79
2017-03-01,1072669.46
2017-03-02,1055745.62
2017-03-03,1061220.85
2017-03-06,1065139.23
2017-03-07,1059856.95
2017-03-08,1065265.10
2017-03-09,1068535.00
2017-03-10,1080231.52
2017-03-13,1087531.98
2017-03-14,1079475.49
2017-03-15,1098358.43
2017-03-16,1097728.79
2017-03-17,1095085.19
2017-03-20,1097877.80
2017-03-21,1048929.21
2017-03-22,1049558.57
2017-03-23,1049328.81
2017-03-24,1049558.57
2017-03-27,1076637.36
2017-03-28,1096848.89
2017-03-29,1111375.61
2017-03-30,1116933.92
2017-03-31,1114281.19
2017-04-03,1108467.74
2017-04-04,1113505.14
2017-04-05,1100785.68
2017-04-06,1101667.33
2017-04-07,1100407.87
2017-04-10,1098378.39
2017-04-11,1084567.21
2017-04-12,1083311.51
2017-04-13,1083548.35
2017-04-17,1099763.81
2017-04-18,1096575.26
2017-04-19,1100401.42
2017-04-20,1127056.79
2017-04-21,1126546.89
2017-04-24,1130127.48
2017-04-25,1155189.19
2017-04-26,1150127.50
2017-04-27,1170250.85
2017-04-28,1176917.54
2017-05-01,1195694.07
2017-05-02,1202790.29
2017-05-03,1190922.51
2017-05-04,1192146.10
2017-05-05,1205114.96
2017-05-08,1210754.96
2017-05-09,1224073.54
2017-05-10,1226028.25
2017-05-11,1223095.83
2017-05-12,1231038.15
2017-05-15,1241563.14
2017-05-16,1257191.30
2017-05-17,1162080.65
2017-05-18,1160371.47
2017-05-19,1160116.97
2017-05-22,1181929.55
2017-05-23,1184845.67
2017-05-24,1201175.33
2017-05-25,1232785.18
2017-05-26,1238034.09
2017-05-30,1243374.32
2017-05-31,1241854.54
2017-06-01,1256701.19
2017-06-02,1299604.06
2017-06-05,1299604.53
2017-06-06,1284862.83
2017-06-07,1298902.53
2017-06-08,1302412.39
2017-06-09,1208229.97
2017-06-12,1220264.22
2017-06-13,1248785.13
2017-06-14,1232057.57
2017-06-15,1215450.51
2017-06-16,1200889.41
2017-06-19,1224622.45
2017-06-20,1196880.58
2017-06-21,1231645.73
2017-06-22,1230241.05
2017-06-23,1244053.17
2017-06-26,1207398.61
2017-06-27,1140967.32
2017-06-28,1152941.03
2017-06-29,1152689.18
2017-06-30,1152941.03
2017-07-03,1101784.16
2017-07-05,1133214.03
2017-07-06,1107003.12
2017-07-07,1107003.12
2017-07-10,1125666.32
2017-07-11,1134893.90
2017-07-12,1175293.20
2017-07-13,1183057.92
2017-07-14,1197011.84
2017-07-17,1193533.72
2017-07-18,1217258.02
2017-07-19,1227789.81
2017-07-20,1227789.81
2017-07-21,1227789.81
2017-07-24,1244119.38
2017-07-25,1235790.04
2017-07-26,1246859.33
2017-07-27,1224611.39
2017-07-28,1220666.02
2017-07-31,1195534.11
2017-08-01,1203364.31
2017-08-02,1226093.85
2017-08-03,1226093.85
2017-08-04,1226093.85
2017-08-07,1239972.12
2017-08-08,1235350.73
2017-08-09,1230509.09
2017-08-10,1150624.52
2017-08-11,1156236.31
2017-08-14,1173876.99
2017-08-15,1175989.65
2017-08-16,1182116.89
2017-08-17,1109436.23
2017-08-18,1111126.60
2017-08-21,1107447.99
2017-08-22,1139888.98
2017-08-23,1139888.98
2017-08-24,1139888.98
2017-08-25,1139640.53
2017-08-28,1139888.98
2017-08-29,1153924.82
2017-08-30,1193905.62
2017-08-31,1227825.88
2017-09-01,1237183.19
2017-09-05,1215641.35
2017-09-06,1226141.41
2017-09-07,1233718.98
2017-09-08,1203301.04
2017-09-11,1214470.34
2017-09-12,1224740.67
2017-09-13,1229823.01
2017-09-14,1209070.29
2017-09-15,1218811.34
2017-09-18,1210853.05
2017-09-19,1216019.97
2017-09-20,1205897.06
2017-09-21,1182698.69
2017-09-22,1170993.98
2017-09-25,1148318.25
2017-09-26,1156159.34
2017-09-27,1187524.14
2017-09-28,1185511.03
2017-09-29,1200345.73
2017-10-02,1197576.18
2017-10-03,1205102.21
2017-10-04,1208237.99
2017-10-05,1229248.05
2017-10-06,1228978.89
2017-10-09,1220266.52
2017-10-10,1222828.87
2017-10-11,1233489.03
2017-10-12,1226826.40
2017-10-13,1240561.52
2017-10-16,1243748.72
2017-10-17,1248122.49
2017-10-18,1243341.78
2017-10-19,1229610.63
2017-10-20,1238561.41
2017-10-23,1207835.77
2017-10-24,1214001.08
2017-10-25,1205814.09
2017-10-26,1205814.09
2017-10-27,1205814.09
2017-10-30,1217193.00
2017-10-31,1230066.24
2017-11-01,1228457.05
2017-11-02,1222209.79
2017-11-03,1256286.21
2017-11-06,1271267.66
2017-11-07,1273353.83
2017-11-08,1289283.77
2017-11-09,1268612.65
2017-11-10,1268233.50
2017-11-13,1285859.93
2017-11-14,1272919.88
2017-11-15,1254228.79
2017-11-16,1301196.36
2017-11-17,1286626.92
2017-11-20,1281459.26
2017-11-21,1318400.37
2017-11-22,1318400.37
2017-11-24,1318112.04
2017-11-27,1317641.35
2017-11-28,1327335.43
2017-11-29,1259100.62
2017-11-30,1274912.33
2017-12-01,1274995.72
2017-12-04,1207326.63
2017-12-05,1209082.93
2017-12-06,1195678.56
2017-12-07,1195809.16
2017-12-08,1195939.52
2017-12-11,1221477.05
2017-12-12,1216898.08
2017-12-13,1222974.18
2017-12-14,1221212.92
2017-12-15,1260927.81
2017-12-18,1268215.87
2017-12-19,1247578.46
2017-12-20,1242397.49
2017-12-21,1246801.35
2017-12-22,1247074.36
2017-12-26,1246808.84
2017-12-27,1246808.84
2017-12-28,1250168.69
2017-12-29,1226560.68
2018-01-02,1269703.58
2018-01-03,1306878.61
2018-01-04,1326815.73
2018-01-05,1326815.73
2018-01-08,1341597.66
2018-01-09,1342621.28
2018-01-10,1333067.83
2018-01-11,1359766.55
2018-01-12,1388597.91
2018-01-16,1350259.77
2018-01-17,1392807.93
2018-01-18,1394145.40
2018-01-19,1407519.96
2018-01-22,1455105.10
2018-01-23,1491977.02
2018-01-24,1461725.38
2018-01-25,1459881.67
2018-01-26,1522480.28
2018-01-29,1511287.56
2018-01-30,1472659.68
2018-01-31,1498411.54
2018-02-01,1498345.98
2018-02-02,1498510.10
2018-02-05,1362819.40
2018-02-06,1467892.78
2018-02-07,1454117.24
2018-02-08,1453958.88
2018-02-09,1454276.79
2018-02-12,1484957.31
2018-02-13,1503035.11
2018-02-14,1571833.74
2018-02-15,1572006.02
2018-02-16,1572177.02
2018-02-20,1598201.88
2018-02-21,1583813.63
2018-02-22,1584111.39
2018-02-23,1678479.06
2018-02-26,1718637.74
2018-02-27,1657097.54
2018-02-28,1623787.71
2018-03-01,1627402.08
2018-03-02,1627579.51
2018-03-05,1702617.37
2018-03-06,1724143.60
2018-03-07,1737039.21
2018-03-08,1759479.42
2018-03-09,1759864.15
2018-03-12,1769354.83
2018-03-13,1705120.01
2018-03-14,1726658.08
2018-03-15,1726469.37
2018-03-16,1726846.98
2018-03-19,1661692.40
2018-03-20,1673904.78
2018-03-21,1661692.40
2018-03-22,1661874.48
2018-03-23,1662054.87
2018-03-26,1742402.98
2018-03-27,1575323.47
2018-03-28,1547774.18
2018-03-29,1548111.50
2018-04-02,1444693.42
2018-04-03,1493165.54
2018-04-04,1406025.73
2018-04-05,1406179.68
2018-04-06,1406179.68
2018-04-09,1397604.66
2018-04-10,1462920.09
2018-04-11,1463240.14
2018-04-12,1463240.14
2018-04-13,1463240.14
2018-04-16,1465927.30
2018-04-17,1559704.57
2018-04-18,1583272.10
2018-04-19,1583618.03
2018-04-20,1583618.03
2018-04-23,1549628.96
2018-04-24,1450838.23
2018-04-25,1457826.68
2018-04-26,1457985.73
2018-04-27,1458144.18
2018-04-30,1417588.91
2018-05-01,1463684.57
2018-05-02,1438163.84
2018-05-03,1418973.71
2018-05-04,1419283.80
2018-05-07,1431602.59
2018-05-08,1426867.85
2018-05-09,1474669.75
2018-05-10,1520559.59
2018-05-11,1516007.10
2018-05-14,1513202.11
2018-05-15,1464252.19
2018-05-16,1467599.87
2018-05-17,1467599.87
2018-05-18,1467760.42
2018-05-21,1459885.55
2018-05-22,1452279.09
2018-05-23,1488789.67
2018-05-24,1487536.90
2018-05-25,1505523.72
2018-05-29,1506733.11
2018-05-30,1538878.81
2018-05-31,1535581.84
2018-06-01,1607016.91
2018-06-04,1636755.79
2018-06-05,1653671.69
2018-06-06,1680955.44
2018-06-07,1641939.67
2018-06-08,1640848.29
2018-06-11,1657806.89
2018-06-12,1684064.78
2018-06-13,1682150.15
2018-06-14,1733298.36
2018-06-15,1716066.68
2018-06-18,1746951.81
2018-06-19,1731324.24
2018-06-20,1767602.67
2018-06-21,1721836.03
2018-06-22,1704534.03
2018-06-25,1635131.87
2018-06-26,1653147.46
2018-06-27,1674022.62
2018-06-28,1674022.62
2018-06-29,1674389.03
2018-07-02,1756455.11
2018-07-03,1695991.60
2018-07-05,1758260.04
2018-07-06,1809699.16
2018-07-09,1829904.72
2018-07-10,1834276.95
2018-07-11,1807460.85
2018-07-12,1896653.38
2018-07-13,1902191.55
2018-07-16,1888126.07
2018-07-17,1923080.48
2018-07-18,1910846.46
2018-07-19,1882591.54
2018-07-20,1879970.06
2018-07-23,1913387.59
2018-07-24,1937782.59
2018-07-25,2018609.21
2018-07-26,1930434.71
2018-07-27,1849901.95
2018-07-30,1770163.92
2018-07-31,1805431.94
2018-08-01,1822184.24
2018-08-02,1822383.97
2018-08-03,1822383.97
2018-08-06,1858540.08
2018-08-07,1876698.04
2018-08-08,1881726.39
2018-08-09,1880050.34
2018-08-10,1836192.01
2018-08-13,1821109.82
2018-08-14,1854731.00
2018-08-15,1787210.71
2018-08-16,1826666.96
2018-08-17,1826867.23
2018-08-20,1810099.16
2018-08-21,1828823.48
2018-08-22,1850062.67
2018-08-23,1873537.81
2018-08-24,1873537.81
2018-08-27,1899411.15
2018-08-28,1907854.30
2018-08-29,1974581.19
2018-08-30,1963414.54
2018-08-31,1969134.17
2018-09-04,1962772.75
2018-09-05,1884745.41
2018-09-06,1888042.41
2018-09-07,1888455.04
2018-09-10,1875865.09
2018-09-11,1917519.57
2018-09-12,1900914.12
2018-09-13,1936376.80
2018-09-14,1936588.23
2018-09-17,1865468.86
2018-09-18,1909777.19
2018-09-19,1910623.82
2018-09-20,1911041.10
2018-09-21,1911041.10
2018-09-24,1968278.54
2018-09-25,1976251.85
2018-09-26,1974258.52
2018-09-27,2028932.87
2018-09-28,2025800.47
2018-10-01,1999386.76
2018-10-02,1987929.67
2018-10-03,2012240.91
2018-10-04,2012681.70
2018-10-05,2012900.98
2018-10-08,2005018.39
2018-10-09,2063349.58
2018-10-10,2063800.41
2018-10-11,2064026.03
2018-10-12,2064026.03
2018-10-15,2006053.40
2018-10-16,2115265.39
2018-10-17,2115265.39
2018-10-18,2115265.39
2018-10-19,2115497.43
2018-10-22,2109602.26
2018-10-23,2086387.43
2018-10-24,2078649.20
2018-10-25,2078876.69
2018-10-26,2079104.40
2018-10-29,1883513.59
2018-10-30,1956310.16
2018-10-31,2049905.78
2018-11-01,2050354.95
2018-11-02,2050354.95
2018-11-05,2029095.98
2018-11-06,2100747.97
2018-11-07,2100977.10
2018-11-08,2101206.86
2018-11-09,2101666.17
2018-11-12,1957952.78
2018-11-13,1957152.13
2018-11-14,2012796.07
2018-11-15,2013455.47
2018-11-16,2013675.34
2018-11-19,1847790.67
2018-11-20,1745296.13
2018-11-21,1812390.89
2018-11-23,1812390.89
2018-11-26,1858539.73
2018-11-27,1877822.59
2018-11-28,1959466.80
2018-11-29,1959680.43
2018-11-30,1959895.05
2018-12-03,1931200.58
2018-12-04,1718837.82
2018-12-06,1609394.89
2018-12-07,1609570.75
2018-12-10,1669795.32
2018-12-11,1750357.11
2018-12-12,1750739.77
2018-12-13,1750930.67
2018-12-14,1751122.26
2018-12-17,1654639.38
2018-12-18,1682264.67
2018-12-19,1678553.79
2018-12-20,1678921.09
2018-12-21,1679288.72
2018-12-24,1594974.58
2018-12-26,1721459.84
2018-12-27,1722024.98
2018-12-28,1722212.56
2018-12-31,1707648.65
2019-01-02,1732083.05
2019-01-03,1564269.07
2019-01-04,1638955.47
2019-01-07,1682227.18
2019-01-08,1730789.73
2019-01-09,1772110.47
2019-01-10,1772304.46
2019-01-11,1772691.37
2019-01-14,1772008.37
2019-01-15,1817174.52
2019-01-16,1817372.99
2019-01-17,1817769.75
2019-01-18,1817769.75
2019-01-22,1752510.57
2019-01-23,1754162.75
2019-01-24,1768618.91
2019-01-25,1768425.89
2019-01-28,1772924.67
2019-01-29,1722751.51
2019-01-30,1780738.46
2019-01-31,1780738.46
2019-02-01,1780913.22
2019-02-04,1843764.23
2019-02-05,1892435.57
2019-02-06,1877489.28
2019-02-07,1800841.53
2019-02-08,1810039.18
2019-02-11,1785410.88
2019-02-12,1855129.67
2019-02-13,1855129.67
2019-02-14,1855534.58
2019-02-15,1855534.58
2019-02-19,1884775.40
2019-02-20,1883277.44
2019-02-21,1861931.95
2019-02-22,1902375.98
2019-02-25,1878601.15
2019-02-26,1884453.46
2019-02-27,1878601.15
2019-02-28,1866896.52
2019-03-01,1906399.61
2019-03-04,1873803.68
2019-03-05,1878481.91
2019-03-06,1883160.14
2019-03-07,1883571.39
2019-03-08,1883777.76
2019-03-11,1978099.02
2019-03-12,2010296.96
2019-03-13,2040600.93
2019-03-14,2040600.93
2019-03-15,2040823.62
2019-03-18,2057409.54
2019-03-19,2078050.00
2019-03-20,2101270.36
2019-03-21,2205578.21
2019-03-22,2205578.21
2019-03-25,2219440.23
2019-03-26,2249887.28
2019-03-27,2205819.15
2019-03-28,2219840.78
2019-03-29,2269918.28
2019-04-01,2293040.64
2019-04-02,2318350.15
2019-04-03,2358455.86
2019-04-04,2354951.47
2019-04-05,2390384.70
2019-04-08,2421566.18
2019-04-09,2394951.31
2019-04-10,2433699.48
2019-04-11,2415303.86
2019-04-12,2445049.97
2019-04-15,2447007.40
2019-04-16,2470882.52
2019-04-17,2495540.29
2019-04-18,2503368.22
2019-04-22,2556884.19
2019-04-23,2654005.74
2019-04-24,2628239.01
2019-04-25,2657573.63
2019-04-26,2667087.51
2019-04-29,2682449.68
2019-04-30,2620980.24
2019-05-01,2669759.26
2019-05-02,2670051.60
2019-05-03,2670344.20
2019-05-06,2799294.48
2019-05-07,2636466.63
2019-05-08,2613265.80
2019-05-09,2529320.82
2019-05-10,2529873.68
2019-05-13,2455518.83
2019-05-14,2532561.77
2019-05-15,2594375.21
2019-05-16,2594659.05
2019-05-17,2594943.40
2019-05-20,2572952.07
2019-05-21,2659039.42
2019-05-22,2659620.52
2019-05-23,2660200.83
2019-05-24,2660200.83
2019-05-28,2608785.04
2019-05-29,2543419.17
2019-05-30,2562443.53
2019-05-31,2562443.53
2019-06-03,2417807.63
2019-06-04,2613762.67
2019-06-05,2689367.40
2019-06-06,2690248.61
2019-06-07,2689955.32
2019-06-10,2730882.37
2019-06-11,2741201.62
2019-06-12,2694764.53
2019-06-13,2738856.34
2019-06-14,2703207.67
2019-06-17,2735371.96
2019-06-18,2853774.10
2019-06-19,2887336.78
2019-06-20,3006204.99
2019-06-21,3006204.99
2019-06-24,2989537.38
2019-06-25,2836591.08
2019-06-26,2889933.48
2019-06-27,2889933.48
2019-06-28,2890250.17
2019-07-01,2843045.93
2019-07-02,2877571.40
2019-07-03,2941310.61
2019-07-05,2922277.30
2019-07-08,2915379.27
2019-07-09,2959134.82
2019-07-10,3013265.52
2019-07-11,3013924.64
2019-07-12,3014254.94
2019-07-15,3019063.08
2019-07-16,2976227.01
2019-07-17,2932080.02
2019-07-18,2888806.76
2019-07-19,2888806.76
2019-07-22,2934278.26
2019-07-23,2990966.34
2019-07-24,3054631.94
2019-07-25,2967419.19
2019-07-26,3055503.92
2019-07-29,3032581.64
2019-07-30,2991955.04
2019-07-31,3015544.71
2019-08-01,3016369.11
2019-08-02,3016369.11
2019-08-05,2875806.31
2019-08-06,2993982.62
2019-08-07,3037713.13
2019-08-08,3090293.94
2019-08-09,3089956.15
2019-08-12,3041812.65
2019-08-13,3169532.15
2019-08-14,3169186.08
2019-08-15,3170572.52
2019-08-16,3170225.52
2019-08-19,3184329.92
2019-08-20,3118817.26
2019-08-21,3199805.30
2019-08-22,3200853.50
2019-08-23,3200504.20
2019-08-26,3231828.29
2019-08-27,3212339.20
2019-08-28,3244635.29
2019-08-29,3392194.45
2019-08-30,3368251.07
2019-09-03,3337093.56
2019-09-04,3454712.79
2019-09-05,3455091.00
2019-09-06,3455469.20
2019-09-09,3403347.43
2019-09-10,3375158.98
2019-09-11,3390582.83
2019-09-12,3391323.61
2019-09-13,3391323.61
2019-09-16,3412365.45
2019-09-17,3457418.75
2019-09-18,3455298.56
2019-09-19,3470669.63
2019-09-20,3361482.14
2019-09-23,3372107.30
2019-09-24,3238774.30
2019-09-25,3227618.79
2019-09-26,3228322.71
2019-09-27,3228322.71
2019-09-30,3283193.62
2019-10-01,3203817.32
2019-10-02,3039737.74
2019-10-03,3037606.79
2019-10-04,3037606.79
2019-10-07,3037439.44
2019-10-08,2899170.21
2019-10-09,2975043.51
2019-10-10,2975692.75
2019-10-11,2976018.10
2019-10-14,2987924.76
2019-10-15,3101306.82
2019-10-16,3078254.13
2019-10-17,3099424.91
2019-10-18,3010507.24
2019-10-21,3040930.79
2019-10-22,2970556.27
2019-10-23,2949721.45
2019-10-24,2950365.04
2019-10-25,2950365.04
2019-10-28,2994496.58
2019-10-29,2925514.90
2019-10-30,2966646.78
2019-10-31,2968789.20
2019-11-01,3049339.09
2019-11-04,3042200.03
2019-11-05,3045979.52
2019-11-06,3026661.35
2019-11-07,3057318.66
2019-11-08,3093435.35
2019-11-11,3126684.26
2019-11-12,3152260.32
2019-11-13,3147571.34
2019-11-14,3146718.94
2019-11-15,3205970.27
2019-11-18,3227237.63
2019-11-19,3240471.21
2019-11-20,3183695.76
2019-11-21,3158936.50
2019-11-22,3182841.81
2019-11-25,3253107.49
2019-11-26,3272600.10
2019-11-27,3338704.42
2019-11-29,3294210.93
2019-12-02,3188169.65
2019-12-03,3116559.08
2019-12-04,3164864.56
2019-12-05,3165557.93
2019-12-06,3165557.93
2019-12-09,3137223.43
2019-12-10,3130242.77
2019-12-11,3177465.11
2019-12-12,3245630.01
2019-12-13,3244919.97
2019-12-16,3274371.98
2019-12-17,3278756.42
2019-12-18,3286329.31
2019-12-19,3353291.39
2019-12-20,3393149.77
2019-12-23,3382523.88
2019-12-24,3385678.98
2019-12-26,3473633.94
2019-12-27,3510709.16
2019-12-30,3444634.21
2019-12-31,3464247.10
2020-01-02,3550702.84
2020-01-03,3550702.84
2020-01-06,3706279.70
2020-01-07,3701752.29
2020-01-08,3786949.34
2020-01-09,3878320.15
2020-01-10,3878320.15
2020-01-13,3964295.66
2020-01-14,3918032.41
2020-01-15,3920489.07
2020-01-16,4029800.80
2020-01-17,4089983.75
2020-01-21,4124300.36
2020-01-22,4152387.69
2020-01-23,4190801.23
2020-01-24,4082169.53
2020-01-27,4102967.55
2020-01-28,4293689.79
2020-01-29,4309177.62
2020-01-30,4357854.12
2020-01-31,4143678.50
2020-02-03,4267813.21
2020-02-04,4479591.25
2020-02-05,4480570.39
2020-02-06,4481060.62
2020-02-07,4481060.62
2020-02-10,4688242.54
2020-02-11,4691625.19
2020-02-12,4829042.10
2020-02-13,4843840.88
2020-02-14,4843840.88
2020-02-18,4921913.48
2020-02-19,5064328.61
2020-02-20,4920197.60
2020-02-21,4638799.12
2020-02-24,4609889.51
2020-02-25,4756357.46
2020-02-26,4757397.69
2020-02-27,4758437.46
2020-02-28,4757918.28
2020-03-02,5143613.09
2020-03-03,5144734.80
2020-03-04,5146986.77
2020-03-05,5148109.49
2020-03-06,5148109.49
2020-03-09,5564090.88
2020-03-10,5562876.89
2020-03-11,5564090.88
2020-03-12,5564698.69
2020-03-13,5565914.30
2020-03-16,6021194.21
2020-03-17,6021194.21
2020-03-18,6022510.29
2020-03-19,6021194.21
2020-03-20,6023167.16
2020-03-23,5968591.18
2020-03-24,6908619.01
2020-03-25,6908619.01
2020-03-26,6908619.01
2020-03-27,6907114.49
2020-03-30,7468620.26
2020-03-31,7469433.67
2020-04-01,7468783.38
2020-04-02,7469596.79
2020-04-03,7467150.73
2020-04-06,8079160.34
2020-04-07,8077394.08
2020-04-08,8078275.63
2020-04-09,8076512.53
2020-04-13,8460892.50
2020-04-14,8981378.63
2020-04-15,8980395.12
2020-04-16,8979415.12
2020-04-17,8981378.63
2020-04-20,8895956.34
2020-04-21,7912262.55
2020-04-22,8408242.44
2020-04-23,8409163.29
2020-04-24,8408242.44
2020-04-27,8306863.25
2020-04-28,7857538.80
2020-04-29,8391972.00
2020-04-30,8393807.06
2020-05-01,8392337.87
2020-05-04,8825020.53
2020-05-05,9090778.06
2020-05-06,9091771.95
2020-05-07,9090778.06
2020-05-08,9090778.06
2020-05-11,9484254.29
2020-05-12,8920024.32
2020-05-13,8981891.57
2020-05-14,8982869.95
2020-05-15,8980909.70
2020-05-18,9112078.19
2020-05-19,9042357.57
2020-05-20,9571758.45
2020-05-21,9277516.02
2020-05-22,9361416.44
2020-05-26,8893472.30
2020-05-27,9018605.44
2020-05-28,8860779.77
2020-05-29,8860779.77
2020-06-01,9047584.70
2020-06-02,9227909.85
2020-06-03,9353166.18
2020-06-04,9163122.47
2020-06-05,9579922.30
2020-06-08,9828012.23
2020-06-09,10047268.26
2020-06-10,10361712.75
2020-06-11,10359446.33
2020-06-12,10361712.75
2020-06-15,11205166.95
2020-06-16,11205166.95
2020-06-17,11205166.95
2020-06-18,11203942.03
2020-06-19,11203942.03
2020-06-22,11603613.60
2020-06-23,12111852.64
2020-06-24,12111852.64
2020-06-25,12113176.82
2020-06-26,12111852.64
2020-06-29,12536805.72
2020-06-30,13088023.79
2020-07-01,13088023.79
2020-07-02,13089454.69
2020-07-06,13524696.72
2020-07-07,13258789.27
2020-07-08,13768648.47
2020-07-09,14149213.53
2020-07-10,14150760.46
2020-07-13,12850801.94
2020-07-14,13123236.38
2020-07-15,13315679.98
2020-07-16,13314224.35
2020-07-17,13315679.98
2020-07-20,14392265.98
2020-07-21,14392265.98
2020-07-22,14390692.67
2020-07-23,14392265.98
2020-07-24,14390692.67
2020-07-27,14842597.01
2020-07-28,14284674.77
2020-07-29,14771034.40
2020-07-30,15010900.93
2020-07-31,15812666.24
2020-08-03,16015283.62
2020-08-04,16223509.43
2020-08-05,16352842.18
2020-08-06,16978812.22
2020-08-07,16423974.60
2020-08-10,16165402.41
2020-08-11,15247969.70
2020-08-12,15626039.73
2020-08-13,15627748.11
2020-08-14,15626039.73
2020-08-17,15852772.65
2020-08-18,16318463.67
2020-08-19,15999579.97
2020-08-20,16657803.89
2020-08-21,16894862.26
2020-08-24,16630741.37
2020-08-25,17018953.75
2020-08-26,17312423.41
2020-08-27,17312423.41
2020-08-28,17314316.16
2020-08-31,17620366.29
2020-09-01,18535454.44
2020-09-02,19162255.64
2020-09-03,19160160.87
2020-09-04,19162255.64
2020-09-08,18649531.82
2020-09-09,19785800.06
2020-09-10,19785800.06
2020-09-11,19783634.96
2020-09-14,19938479.37
2020-09-15,20785995.89
2020-09-16,19787359.37
2020-09-17,18875966.90
2020-09-18,19140815.59
2020-09-21,20281726.23
2020-09-22,20856483.24
2020-09-23,20856483.24
2020-09-24,20858765.75
2020-09-25,20856483.24
2020-09-28,20928140.28
2020-09-29,20708727.13
2020-09-30,21118512.18
2020-10-01,22107485.03
2020-10-02,20284421.45
2020-10-05,21106189.01
2020-10-06,19972398.75
2020-10-07,20555083.98
2020-10-08,20555083.98
2020-10-09,20555083.98
2020-10-12,21366763.07
2020-10-13,21369533.89
2020-10-14,20841806.37
2020-10-15,20411036.29
2020-10-16,20098001.63
2020-10-19,18720033.38
2020-10-20,18840860.15
2020-10-21,18882945.57
2020-10-22,18885012.10
2020-10-23,18885012.10
2020-10-26,18490740.72
2020-10-27,18927453.02
2020-10-28,16706340.32
2020-10-29,16959466.56
2020-10-30,16959466.56
2020-11-02,16632022.26
2020-11-03,17383712.14
2020-11-04,17381809.89
2020-11-05,17383712.14
2020-11-06,17381809.89
2020-11-09,15874029.60
2020-11-10,15017574.60
2020-11-11,15417328.34
2020-11-12,15417328.34
2020-11-13,15419015.60
2020-11-16,15814612.50
2020-11-17,15668694.32
2020-11-18,15305494.83
2020-11-19,15684670.17
2020-11-20,15366206.31
2020-11-23,15206031.49
2020-11-24,15747673.44
2020-11-25,15745950.23
2020-11-27,15747673.44
2020-11-30,15775900.96
2020-12-01,16395873.90
2020-12-02,16461765.20
2020-12-03,16528654.30
2020-12-04,16731318.72
2020-12-07,16981575.16
2020-12-08,17137014.06
2020-12-09,15989166.60
2020-12-10,15647402.32
2020-12-11,15649111.83
2020-12-14,15792153.37
2020-12-15,16282961.22
2020-12-16,16556165.65
2020-12-17,16917560.98
2020-12-18,16917560.98
2020-12-21,17325711.24
2020-12-22,17462378.68
2020-12-23,17199021.58
2020-12-24,17422475.17
2020-12-28,17491553.40
2020-12-29,17543087.63
2020-12-30,17540170.71
2020-12-31,17677271.88
2021-01-04,16694881.56
2021-01-05,17113574.05
2021-01-06,16315560.41
2021-01-07,16315560.41
2021-01-08,16313778.09
