date,portfolio_value
2010-09-02,104351.02
2010-09-03,104351.02
2010-09-07,103176.33
2010-09-08,108336.77
2010-09-09,108336.77
2010-09-10,108336.77
2010-09-13,110232.45
2010-09-14,111628.61
2010-09-15,113524.28
2010-09-16,115124.87
2010-09-17,116350.59
2010-09-20,121053.81
2010-09-21,120672.32
2010-09-22,120099.89
2010-09-23,119740.38
2010-09-24,125005.26
2010-09-27,122980.02
2010-09-28,123289.00
2010-09-29,122317.98
2010-09-30,122317.98
2010-10-01,122317.98
2010-10-04,119267.73
2010-10-05,126275.59
2010-10-06,126275.59
2010-10-07,126275.59
2010-10-08,126275.59
2010-10-11,126175.86
2010-10-12,127862.80
2010-10-13,127862.80
2010-10-14,127890.64
2010-10-15,127862.80
2010-10-18,127659.64
2010-10-19,122583.24
2010-10-20,123781.28
2010-10-21,123781.28
2010-10-22,123808.25
2010-10-25,124167.70
2010-10-26,124911.96
2010-10-27,126197.78
2010-10-28,126922.73
2010-10-29,126313.59
2010-11-01,125328.07
2010-11-02,128610.20
2010-11-03,128638.25
2010-11-04,128638.25
2010-11-05,128638.25
2010-11-08,129622.40
2010-11-09,127526.73
2010-11-10,129476.51
2010-11-11,127298.97
2010-11-12,120821.28
2010-11-15,117516.03
2010-11-16,111684.61
2010-11-17,111881.37
2010-11-18,111857.02
2010-11-19,111857.02
2010-11-22,116187.23
2010-11-23,110699.31
2010-11-24,117164.49
2010-11-26,116427.26
2010-11-29,116742.05
2010-11-30,112304.02
2010-12-01,117456.89
2010-12-02,117456.89
2010-12-03,117482.47
2010-12-06,117225.93
2010-12-07,121557.57
2010-12-08,121557.57
2010-12-09,121584.04
2010-12-10,121584.04
2010-12-13,118640.98
2010-12-14,119137.76
2010-12-15,119040.15
2010-12-16,119040.15
2010-12-17,119066.07
2010-12-20,118736.40
2010-12-21,120693.71
2010-12-22,120821.64
2010-12-23,119902.80
2010-12-27,120925.91
2010-12-28,120402.30
2010-12-29,121119.21
2010-12-30,120208.99
2010-12-31,119105.48
2011-01-03,121262.87
2011-01-04,121074.57
2011-01-05,124079.47
2011-01-06,125201.42
2011-01-07,124910.99
2011-01-10,127282.83
2011-01-11,127867.84
2011-01-12,130461.03
2011-01-13,130872.07
2011-01-14,133575.76
2011-01-18,138171.01
2011-01-19,133543.40
2011-01-20,130544.43
2011-01-21,132449.13
2011-01-24,137152.44
2011-01-25,137629.33
2011-01-26,139763.43
2011-01-27,142457.97
2011-01-28,131712.91
2011-01-31,133138.60
2011-02-01,140840.66
2011-02-02,140840.66
2011-02-03,140840.66
2011-02-04,140871.33
2011-02-07,142030.43
2011-02-08,145058.77
2011-02-09,144177.10
2011-02-10,144879.18
2011-02-11,147850.16
2011-02-14,148846.00
2011-02-15,148462.20
2011-02-16,151205.89
2011-02-17,151075.13
2011-02-18,150217.85
2011-02-22,142713.40
2011-02-23,139191.59
2011-02-24,140169.97
2011-02-25,140169.97
2011-02-28,139593.45
2011-03-01,132882.83
2011-03-02,132626.69
2011-03-03,132597.80
2011-03-04,132626.69
2011-03-07,125767.33
2011-03-08,127079.49
2011-03-09,126035.60
2011-03-10,126035.60
2011-03-11,126063.05
2011-03-14,126873.98
2011-03-15,121686.21
2011-03-16,118649.60
2011-03-17,118649.60
2011-03-18,118649.60
2011-03-21,119982.68
2011-03-22,119654.57
2011-03-23,121466.67
2011-03-24,128074.14
2011-03-25,129355.09
2011-03-28,125460.97
2011-03-29,129061.32
2011-03-30,130961.94
2011-03-31,131518.23
2011-04-01,133511.70
2011-04-04,131182.36
2011-04-05,129691.48
2011-04-06,132797.58
2011-04-07,132826.50
2011-04-08,132797.58
2011-04-11,130088.18
2011-04-12,127521.74
2011-04-13,130278.30
2011-04-14,130249.94
2011-04-15,130278.30
2011-04-18,131551.41
2011-04-19,133923.49
2011-04-20,142324.41
2011-04-21,142324.41
2011-04-25,142897.62
2011-04-26,145354.55
2011-04-27,148369.88
2011-04-28,148146.58
2011-04-29,147428.58
2011-05-02,146030.92
2011-05-03,143838.17
2011-05-04,143822.30
2011-05-05,143822.30
2011-05-06,143822.30
2011-05-09,144671.07
2011-05-10,148384.49
2011-05-11,145183.34
2011-05-12,147744.07
2011-05-13,142510.45
2011-05-16,136928.71
2011-05-17,138048.09
2011-05-18,137545.39
2011-05-19,137605.32
2011-05-20,137575.35
2011-05-23,137241.52
2011-05-24,134655.51
2011-05-25,134004.52
2011-05-26,134004.52
2011-05-27,134004.52
2011-05-31,136491.32
2011-06-01,127770.60
2011-06-02,128341.67
2011-06-03,128341.67
2011-06-06,125854.50
2011-06-07,125124.53
2011-06-08,124264.33
2011-06-09,124237.27
2011-06-10,124264.33
2011-06-13,123819.47
2011-06-14,128149.26
2011-06-15,128149.26
2011-06-16,128149.26
2011-06-17,128149.26
2011-06-20,131131.51
2011-06-21,139575.45
2011-06-22,139605.85
2011-06-23,139605.85
2011-06-24,139575.45
2011-06-27,145695.97
2011-06-28,149431.77
2011-06-29,149464.31
2011-06-30,149464.31
2011-07-01,149431.77
2011-07-05,151109.13
2011-07-06,152719.33
2011-07-07,158900.20
2011-07-08,157584.52
2011-07-11,153867.93
2011-07-12,150116.63
2011-07-13,153457.06
2011-07-14,153457.06
2011-07-15,153457.06
2011-07-18,153186.82
2011-07-19,157795.69
2011-07-20,157761.33
2011-07-21,157761.33
2011-07-22,157795.69
2011-07-25,160845.65
2011-07-26,161729.34
2011-07-27,149460.58
2011-07-28,149737.73
2011-07-29,149737.73
2011-08-01,142520.86
2011-08-02,131702.55
2011-08-03,132039.15
2011-08-04,132039.15
2011-08-05,132039.15
2011-08-08,119336.18
2011-08-09,135189.36
2011-08-10,135189.36
2011-08-11,135189.36
2011-08-12,135189.36
2011-08-15,139252.90
2011-08-16,135674.08
2011-08-17,133473.15
2011-08-18,114117.38
2011-08-19,110230.11
2011-08-22,103894.48
2011-08-23,113253.76
2011-08-24,113253.76
2011-08-25,113204.41
2011-08-26,113253.76
2011-08-29,119128.92
2011-08-30,122314.17
2011-08-31,122314.17
2011-09-01,122314.17
2011-09-02,122314.17
2011-09-06,131559.44
2011-09-07,137270.43
2011-09-08,137270.43
2011-09-09,137300.36
2011-09-12,147275.27
2011-09-13,149799.38
2011-09-14,149799.38
2011-09-15,149799.38
2011-09-16,149799.38
2011-09-19,155723.47
2011-09-20,153517.03
2011-09-21,145709.74
2011-09-22,134634.34
2011-09-23,134663.69
2011-09-26,137106.20
2011-09-27,144596.68
2011-09-28,144628.22
2011-09-29,144628.22
2011-09-30,144628.22
2011-10-03,137185.91
2011-10-04,145533.41
2011-10-05,149657.18
2011-10-06,149624.56
2011-10-07,149657.18
2011-10-10,156972.32
2011-10-11,160324.61
2011-10-12,165097.52
2011-10-13,165133.52
2011-10-14,165097.52
2011-10-17,159725.70
2011-10-18,165518.99
2011-10-19,155975.81
2011-10-20,155617.85
2011-10-21,155583.92
2011-10-24,163384.44
2011-10-25,154121.32
2011-10-26,153512.10
2011-10-27,164217.53
2011-10-28,164217.53
2011-10-31,160401.15
2011-11-01,147980.32
2011-11-02,152244.12
2011-11-03,152210.83
2011-11-04,152244.12
2011-11-07,155610.09
2011-11-08,160797.81
2011-11-09,144165.63
2011-11-10,148383.17
2011-11-11,148350.82
2011-11-14,146726.48
2011-11-15,151443.56
2011-11-16,143978.56
2011-11-17,142945.33
2011-11-18,142945.33
2011-11-21,140065.98
2011-11-22,141284.31
2011-11-23,131893.15
2011-11-25,130453.70
2011-11-28,134079.27
2011-11-29,131656.89
2011-11-30,142431.68
2011-12-01,142400.53
2011-12-02,142431.68
2011-12-05,140358.27
2011-12-06,139283.41
2011-12-07,138227.36
2011-12-08,138227.36
2011-12-09,138197.14
2011-12-12,137920.81
2011-12-13,140546.53
2011-12-14,140577.27
2011-12-15,140546.53
2011-12-16,140577.27
2011-12-19,134821.07
2011-12-20,144106.45
2011-12-21,144106.45
2011-12-22,144106.45
2011-12-23,144106.45
2011-12-27,145732.34
2011-12-28,141054.15
2011-12-29,141452.89
2011-12-30,141452.89
2012-01-03,141531.66
2012-01-04,143225.40
2012-01-05,146750.91
2012-01-06,148267.30
2012-01-09,145856.98
2012-01-10,148846.51
2012-01-11,149881.91
2012-01-12,151660.09
2012-01-13,149920.91
2012-01-17,149750.13
2012-01-18,153266.12
2012-01-19,153266.12
2012-01-20,153266.12
2012-01-23,153317.98
2012-01-24,152470.06
2012-01-25,158294.81
2012-01-26,156617.35
2012-01-27,158165.64
2012-01-30,162572.50
2012-01-31,163140.11
2012-02-01,167149.80
2012-02-02,168871.19
2012-02-03,173543.29
2012-02-06,175358.37
2012-02-07,176114.60
2012-02-08,179045.46
2012-02-09,183016.44
2012-02-10,179102.10
2012-02-13,179858.41
2012-02-14,181430.08
2012-02-15,177380.38
2012-02-16,184795.30
2012-02-17,183223.65
2012-02-21,184071.02
2012-02-22,181639.57
2012-02-23,185083.91
2012-02-24,186889.35
2012-02-27,191068.98
2012-02-28,196784.95
2012-02-29,194198.82
2012-03-01,198921.65
2012-03-02,198321.80
2012-03-05,192294.96
2012-03-06,186780.63
2012-03-07,189368.89
2012-03-08,189410.07
2012-03-09,189410.07
2012-03-12,189945.25
2012-03-13,200645.38
2012-03-14,202892.23
2012-03-15,205442.45
2012-03-16,205442.45
2012-03-19,208919.05
2012-03-20,210062.92
2012-03-21,209991.53
2012-03-22,208722.41
2012-03-23,208436.51
2012-03-26,215315.46
2012-03-27,216139.92
2012-03-28,213613.00
2012-03-29,211419.62
2012-03-30,209945.59
2012-04-02,216948.82
2012-04-03,216966.72
2012-04-04,208115.59
2012-04-05,211916.46
2012-04-09,215227.52
2012-04-10,204837.27
2012-04-11,210507.94
2012-04-12,210462.19
2012-04-13,210416.11
2012-04-16,200490.33
2012-04-17,212308.69
2012-04-18,210757.52
2012-04-19,203943.33
2012-04-20,206898.19
2012-04-23,207014.83
2012-04-24,203360.38
2012-04-25,215995.00
2012-04-26,216041.96
2012-04-27,215995.00
2012-04-30,213403.79
2012-05-01,214615.57
2012-05-02,216032.05
2012-05-03,209321.85
2012-05-04,203599.37
2012-05-07,207847.21
2012-05-08,205553.76
2012-05-09,204416.79
2012-05-10,202322.48
2012-05-11,202123.35
2012-05-14,201343.68
2012-05-15,207923.06
2012-05-16,207923.06
2012-05-17,207923.06
2012-05-18,207923.06
2012-05-21,224060.24
2012-05-22,225884.84
2012-05-23,225884.84
2012-05-24,225983.46
2012-05-25,225983.46
2012-05-29,227908.46
2012-05-30,222373.27
2012-05-31,221603.00
2012-06-01,221603.00
2012-06-04,224377.20
2012-06-05,227465.99
2012-06-06,241234.43
2012-06-07,241234.43
2012-06-08,241234.43
2012-06-11,225028.79
2012-06-12,232131.42
2012-06-13,230330.79
2012-06-14,230330.79
2012-06-15,230280.72
2012-06-18,238923.34
2012-06-19,248394.20
2012-06-20,248394.20
2012-06-21,248502.63
2012-06-22,248448.60
2012-06-25,239859.50
2012-06-26,244496.16
2012-06-27,247288.98
2012-06-28,247342.74
2012-06-29,247234.84
2012-07-02,248467.21
2012-07-03,254383.10
2012-07-05,255270.48
2012-07-06,245213.48
2012-07-09,244723.87
2012-07-10,237219.89
2012-07-11,236775.33
2012-07-12,236775.33
2012-07-13,236827.18
2012-07-16,236279.40
2012-07-17,239898.86
2012-07-18,242724.45
2012-07-19,242777.61
2012-07-20,242724.45
2012-07-23,248401.02
2012-07-24,242725.91
2012-07-25,237309.34
2012-07-26,247987.99
2012-07-27,248041.91
2012-07-30,245258.55
2012-07-31,245402.27
2012-08-01,243003.09
2012-08-02,237292.65
2012-08-03,237292.65
2012-08-06,238703.35
2012-08-07,244610.16
2012-08-08,244213.21
2012-08-09,246285.12
2012-08-10,247299.09
2012-08-13,249029.98
2012-08-14,249382.84
2012-08-15,251147.90
2012-08-16,260148.96
2012-08-17,263722.72
2012-08-20,265225.81
2012-08-21,262175.92
2012-08-22,265004.71
2012-08-23,259125.63
2012-08-24,256915.55
2012-08-27,254832.75
2012-08-28,254790.30
2012-08-29,254875.19
2012-08-30,247096.53
2012-08-31,252494.90
2012-09-04,252965.23
2012-09-05,251810.16
2012-09-06,268454.92
2012-09-07,267299.43
2012-09-10,259033.77
2012-09-11,257914.62
2012-09-12,260411.26
2012-09-13,260411.26
